지역,아파트,면적,층,가격
강원도 원주시 단구동,선아,74.062,1,9400
강원도 원주시 단구동,성일,59.55,10,13500
강원도 원주시 단구동,성일,38.685,6,8350
강원도 원주시 단구동,성일,59.55,2,12400
강원도 원주시 단구동,성일,59.55,8,13500
강원도 원주시 단구동,성일,59.55,1,11200
강원도 원주시 단구동,성일,55.585,1,11500
강원도 원주시 단구동,세경5차임대,59.95,13,9500
강원도 원주시 단구동,세경5차임대,59.95,8,9500
강원도 원주시 단구동,세경5차임대,59.95,14,9500
강원도 원주시 단구동,세경5차임대,59.95,8,9500
강원도 원주시 단구동,세경5차임대,59.95,13,9500
강원도 원주시 단구동,세경5차임대,59.95,11,9500
강원도 원주시 단구동,세경5차임대,59.95,8,9500
강원도 원주시 단구동,세경5차임대,59.95,10,9500
강원도 원주시 단구동,세경5차임대,59.95,14,9500
강원도 원주시 단구동,세경5차임대,59.95,7,9500
강원도 원주시 단구동,세경5차임대,59.95,14,9500
강원도 원주시 단구동,세경5차임대,59.95,8,9500
강원도 원주시 단구동,세경5차임대,59.95,6,9500
강원도 원주시 단구동,세경5차임대,59.95,7,9500
강원도 원주시 단구동,세경5차임대,59.95,4,9500
강원도 원주시 단구동,세경5차임대,59.95,14,9500
강원도 원주시 단구동,세경5차임대,59.95,8,9500
강원도 원주시 단구동,세경5차임대,59.95,12,9500
강원도 원주시 단구동,세경5차임대,59.95,8,9500
강원도 원주시 단구동,세경5차임대,59.95,7,9500
강원도 원주시 단구동,세경5차임대,59.95,3,9500
강원도 원주시 단구동,세경5차임대,59.95,8,9500
강원도 원주시 단구동,세경5차임대,59.95,9,9500
강원도 원주시 단구동,세경5차임대,59.95,10,9500
강원도 원주시 단구동,세경5차임대,59.95,9,9500
강원도 원주시 단구동,세경5차임대,59.95,5,9500
강원도 원주시 단구동,세경5차임대,59.95,4,9500
강원도 원주시 단구동,세경5차임대,59.95,5,9500
강원도 원주시 단구동,세경5차임대,59.95,11,9500
강원도 원주시 단구동,세경5차임대,59.95,13,9500
강원도 원주시 단구동,세경5차임대,59.95,14,9500
강원도 원주시 단구동,세경5차임대,59.95,13,9500
강원도 원주시 단구동,세경5차임대,59.95,9,9500
강원도 원주시 단구동,세경5차임대,59.95,6,9500
강원도 원주시 단구동,세경5차임대,59.95,9,9500
강원도 원주시 단구동,세경5차임대,59.95,5,9500
강원도 원주시 단구동,세경5차임대,59.95,6,9500
강원도 원주시 단구동,세경5차임대,59.95,10,9500
강원도 원주시 단구동,세경웰러스,84.7396,15,20000
강원도 원주시 단구동,세경웰러스,84.7396,3,17500
강원도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,18,27000
강원도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,17,30000
강원도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9024,18,31900
강원도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,18,30500
강원도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,12,28000
강원도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,11,30500
강원도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,19,30700
강원도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,8,31500
강원도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,1,28000
강원도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,15,31500
강원도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.8784,11,31300
강원도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,3,29000
강원도 원주시 단구동,원주단구내안애카운티에듀파크2단지,84.9317,6,33000
강원도 원주시 단구동,원주단구내안애카운티에듀파크2단지,84.9317,9,30000
강원도 원주시 단구동,원주단구내안애카운티에듀파크2단지,84.9317,9,30000
강원도 원주시 단구동,원주단구내안애카운티에듀파크2단지,84.9317,3,30000
강원도 원주시 단구동,원주단구내안애카운티에듀파크2단지,84.8784,7,33500
강원도 원주시 단구동,원주단구내안애카운티에듀파크2단지,84.9024,3,32500
강원도 원주시 단구동,원주단구내안애카운티에듀파크2단지,84.9317,9,33800
강원도 원주시 단구동,원주단구내안애카운티에듀파크2단지,84.9317,9,33800
강원도 원주시 단구동,원주단구내안애카운티에듀파크2단지,84.9025,5,30000
강원도 원주시 단구동,원주단구내안애카운티에듀파크2단지,84.9024,5,31500
강원도 원주시 단구동,원흥4,59.82,16,10600
강원도 원주시 단구동,원흥4,59.82,10,8950
강원도 원주시 단구동,원흥4,84.72,13,13100
강원도 원주시 단구동,원흥4,75.84,2,13000
강원도 원주시 단구동,유승,84.4687,4,21200
강원도 원주시 단구동,유승,84.4687,5,21900
강원도 원주시 단구동,중앙하이츠아파트,84.9156,8,23400
강원도 원주시 단구동,중앙하이츠아파트,84.9829,6,22000
강원도 원주시 단구동,중앙하이츠아파트,133.8208,1,27700
강원도 원주시 단구동,청솔1차(1589-2),58.65,5,13000
강원도 원주시 단구동,청솔1차(1589-2),58.65,6,11500
강원도 원주시 단구동,청솔2차,58.65,4,10400
강원도 원주시 단구동,청솔2차,58.65,4,9000
강원도 원주시 단구동,청솔2차,58.65,7,11500
강원도 원주시 단구동,청솔2차,58.65,15,10000
강원도 원주시 단구동,청솔2차,58.65,12,12000
강원도 원주시 단구동,청솔3차,58.65,6,10200
강원도 원주시 단구동,청솔3차,58.65,12,12000
강원도 원주시 단구동,청솔4차,58.65,13,10500
강원도 원주시 단구동,청솔4차,58.65,6,11000
강원도 원주시 단구동,청솔4차,58.65,9,12000
강원도 원주시 단구동,청솔4차,58.65,4,10900
강원도 원주시 단구동,청솔7차,59.85,11,12900
강원도 원주시 단구동,청솔7차,59.85,13,10500
강원도 원주시 단구동,청솔7차,59.85,15,12000
강원도 원주시 단구동,청솔7차,59.85,11,11000
강원도 원주시 단구동,한신휴플러스2차아파트,84.954,6,20500
강원도 원주시 단구동,한일,59.91,1,13800
강원도 원주시 단구동,한일,59.91,12,15500
강원도 원주시 단구동,한일,59.91,3,14400
강원도 원주시 단구동,한일,59.91,5,14000
강원도 원주시 단구동,한일,59.91,9,14500
강원도 원주시 단구동,한일,59.91,8,14900
강원도 원주시 단구동,현대1,59.84,4,14450
강원도 원주시 단구동,현대1,59.84,4,13550
강원도 원주시 단구동,현대1,59.84,11,15000
강원도 원주시 단구동,현대1,59.84,9,15000
강원도 원주시 단구동,현대1,59.84,11,15000
강원도 원주시 단구동,현대1,59.84,12,13500
강원도 원주시 단구동,현진에버빌,84.886,11,20000
강원도 원주시 단구동,현진에버빌2,59.761,3,16300
강원도 원주시 단구동,현진에버빌6차,112.04,10,32300
강원도 원주시 명륜동,구곡청구1단지,101.6,11,24000
강원도 원주시 명륜동,구곡청구2단지,84.79,6,17200
강원도 원주시 명륜동,구곡청구2단지,84.79,11,20000
강원도 원주시 명륜동,단구1단지,39.63,3,10000
강원도 원주시 명륜동,단구1단지,32.43,3,8200
강원도 원주시 명륜동,단구1단지,32.43,5,10500
강원도 원주시 명륜동,단구1단지,32.43,2,11000
강원도 원주시 명륜동,단구1단지,32.43,5,8000
강원도 원주시 명륜동,단구2단지,46.68,1,11000
강원도 원주시 명륜동,대성현대,75.42,15,11700
강원도 원주시 명륜동,대성현대,75.42,3,9000
강원도 원주시 명륜동,더샵원주센트럴파크2단지,84.9425,12,42000
강원도 원주시 명륜동,더샵원주센트럴파크2단지,84.9425,14,41500
강원도 원주시 명륜동,더샵원주센트럴파크2단지,84.9836,8,41500
강원도 원주시 명륜동,더샵원주센트럴파크2단지,84.9836,18,40500
강원도 원주시 명륜동,더샵원주센트럴파크3단지,59.923,23,29400
강원도 원주시 명륜동,더샵원주센트럴파크3단지,84.9835,18,42800
강원도 원주시 명륜동,더샵원주센트럴파크3단지,84.9836,17,40800
강원도 원주시 명륜동,더샵원주센트럴파크3단지,59.923,3,27500
강원도 원주시 명륜동,더샵원주센트럴파크3단지,59.923,9,27800
강원도 원주시 명륜동,동보노빌리티1,84.784,5,25970
강원도 원주시 명륜동,동성,84.87,8,15000
강원도 원주시 명륜동,동성,84.88,6,13100
강원도 원주시 명륜동,동현맨션,55.11,5,7300
강원도 원주시 명륜동,성원,114.93,3,24500
강원도 원주시 명륜동,성원,84.93,15,20300
강원도 원주시 명륜동,성원,114.93,2,20000
강원도 원주시 명륜동,세경1,56.42,4,9500
강원도 원주시 명륜동,영진3,59.91,7,11500
강원도 원주시 명륜동,행운,38.64,13,7300
강원도 원주시 명륜동,현대1,84.97,3,17000
강원도 원주시 명륜동,현대1,84.97,5,15000
강원도 원주시 명륜동,현대2차,84.945,14,17600
강원도 원주시 명륜동,현대2차,84.945,5,17000
강원도 원주시 무실동,더샵원주센트럴파크1단지,84.9836,11,44800
강원도 원주시 무실동,더샵원주센트럴파크1단지,84.9836,13,41000
강원도 원주시 무실동,더샵원주센트럴파크1단지,84.9836,7,45400
강원도 원주시 무실동,더샵원주센트럴파크1단지,84.9836,11,43000
강원도 원주시 무실동,더샵원주센트럴파크1단지,59.9678,15,29000
강원도 원주시 무실동,더샵원주센트럴파크1단지,84.9836,9,40000
강원도 원주시 무실동,더샵원주센트럴파크1단지,59.9678,28,29000
강원도 원주시 무실동,더샵원주센트럴파크4단지,101.6029,17,56000
강원도 원주시 무실동,더샵원주센트럴파크4단지,101.6029,3,50000
강원도 원주시 무실동,뜨란채,84.94,4,25000
강원도 원주시 무실동,뜨란채,84.94,7,25400
강원도 원주시 무실동,뜨란채,84.94,9,25200
강원도 원주시 무실동,뜨란채,84.94,13,26500
강원도 원주시 무실동,무실e-편한세상,101.4381,6,37700
강원도 원주시 무실동,무실우미린,84.9919,20,39500
강원도 원주시 무실동,무실주공3단지,59.92,3,17000
강원도 원주시 무실동,무실주공3단지,59.92,17,19400
강원도 원주시 무실동,무실주공3단지,59.83,2,17900
강원도 원주시 무실동,무실주공3단지,59.92,14,19000
강원도 원주시 무실동,무실주공3단지,59.92,11,18500
강원도 원주시 무실동,무실주공4단지,75.66,3,20200
강원도 원주시 무실동,무실주공4단지,84.52,7,22000
강원도 원주시 무실동,무실주공4단지,84.52,17,23350
강원도 원주시 무실동,요진보네르카운티,86.69,13,30300
강원도 원주시 무실동,원주무실6단지휴먼시아,84.95,4,28000
강원도 원주시 무실동,원주무실6단지휴먼시아,84.81,2,27500
강원도 원주시 무실동,원주무실6단지휴먼시아,84.81,6,26900
강원도 원주시 무실동,원주무실6단지휴먼시아,84.81,7,29000
강원도 원주시 무실동,원주무실6단지휴먼시아,84.9,12,29500
강원도 원주시 무실동,원주시무실세영리첼1차,84.9616,4,36300
강원도 원주시 무실동,원주시무실세영리첼1차,84.9704,2,34200
강원도 원주시 무실동,원주시무실세영리첼1차,84.9704,14,40950
강원도 원주시 무실동,원주시무실세영리첼1차,84.9616,9,36900
강원도 원주시 무실동,원주시무실세영리첼2차,84.9616,7,35000
강원도 원주시 무실동,원주시무실세영리첼2차,84.9839,10,38000
강원도 원주시 문막읍 건등리,극동스타클래스,101.291,13,24800
강원도 원주시 문막읍 건등리,대보,56.6,3,4500
강원도 원주시 문막읍 건등리,대보,56.6,5,3976
강원도 원주시 문막읍 건등리,덕원,59.812,14,7200
강원도 원주시 문막읍 건등리,삼익,59.5,13,8000
강원도 원주시 문막읍 건등리,삼익,59.5,2,8700
강원도 원주시 문막읍 건등리,서원주코아루아너스,131.553,9,28000
강원도 원주시 문막읍 건등리,신한,59.946,16,10450
강원도 원주시 문막읍 건등리,신한,59.946,2,8500
강원도 원주시 문막읍 동화리,문막현진,59.58,1,6300
강원도 원주시 문막읍 동화리,문막현진,52.06,8,5900
강원도 원주시 문막읍 동화리,문막현진,59.58,9,7200
강원도 원주시 문막읍 동화리,문막현진,59.58,8,7800
강원도 원주시 문막읍 동화리,원주문막신원아침도시,84.931,9,17300
강원도 원주시 문막읍 포진리,남정,57.78,1,4000
강원도 원주시 반곡동,반곡모아엘가,101.9833,3,41000
강원도 원주시 반곡동,반곡모아엘가,84.9294,15,34000
강원도 원주시 반곡동,반곡모아엘가,84.8201,10,36000
강원도 원주시 반곡동,반곡모아엘가,84.9294,11,32000
강원도 원주시 반곡동,반곡벽산2차아파트,84.967,1,21500
강원도 원주시 반곡동,반곡벽산2차아파트,84.967,9,24300
강원도 원주시 반곡동,반곡벽산2차아파트,84.967,5,22500
강원도 원주시 반곡동,반곡벽산블루밍1차,147.232,10,42300
강원도 원주시 반곡동,반곡벽산블루밍1차,84.967,2,21500
강원도 원주시 반곡동,반곡벽산블루밍1차,84.91,4,23000
강원도 원주시 반곡동,엘에이치센트럴파크,84.86,14,36100
강원도 원주시 반곡동,엘에이치센트럴파크,84.86,1,30300
강원도 원주시 반곡동,원주반곡아이파크,84.9595,4,27500
강원도 원주시 반곡동,원주반곡아이파크,84.9595,13,26000
강원도 원주시 반곡동,원주반곡아이파크,84.9818,14,24000
강원도 원주시 반곡동,원주반곡아이파크,117.4263,10,37000
강원도 원주시 반곡동,이편한세상반곡,84.9792,2,33000
강원도 원주시 반곡동,이편한세상반곡,59.8407,2,18000
강원도 원주시 반곡동,중흥에스-클래스프라디움,84.9937,6,35500
강원도 원주시 반곡동,중흥에스-클래스프라디움,84.9907,18,36500
강원도 원주시 반곡동,중흥에스-클래스프라디움,84.9937,5,35500
강원도 원주시 반곡동,중흥에스-클래스프라디움,84.9907,9,36400
강원도 원주시 반곡동,중흥에스-클래스프라디움,105.1711,18,42500
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,5,25500
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,10,26800
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,12,27500
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,4,25500
강원도 원주시 반곡동,푸른숨 휴브레스,84.93,17,27000
강원도 원주시 반곡동,푸른숨 휴브레스,74.94,4,24000
강원도 원주시 반곡동,푸른숨 휴브레스,84.93,2,28500
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,10,24800
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,15,27000
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,3,26100
강원도 원주시 반곡동,푸른숨 휴브레스,84.93,13,27000
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,7,25500
