시군구,번지,단지명,전용면적(㎡),거래금액(만원),층,도로명,거래유형
강원도 속초시 조양동,1571,ES아뜨리움,59.8768,"27,000",12,조양로 40,중개거래
강원도 속초시 조양동,1571,ES아뜨리움,79.4635,"30,500",6,조양로 40,중개거래
강원도 속초시 조양동,579,대명타워,59.93,"15,000",14,청대로232번길 15-19,중개거래
강원도 속초시 조양동,1540,부영1(동광),84.76,"21,000",4,조양로142번길 12,직거래
강원도 속초시 조양동,1499,부영3,59.905,"17,900",6,소평로 162,중개거래
강원도 속초시 조양동,1499,부영3,59.905,"20,000",8,소평로 162,중개거래
강원도 속초시 조양동,1499,부영3,59.905,"19,500",7,소평로 162,중개거래
강원도 속초시 조양동,1499,부영3,84.88,"22,000",1,소평로 162,중개거래
강원도 속초시 조양동,1501,부영5,50,"12,800",10,청대로204번길 40,중개거래
강원도 속초시 조양동,1501,부영5,60,"17,000",15,청대로204번길 40,중개거래
강원도 속초시 조양동,1502,부영6,50,"13,000",6,조양로 163,중개거래
강원도 속초시 조양동,1505,부영9,50,"15,300",12,조양로142번길 13,중개거래
강원도 속초시 조양동,1294-23,성호,59.76,"14,750",13,청대로 8,중개거래
강원도 속초시 조양동,1294-23,성호,59.76,"15,000",6,청대로 22-7,중개거래
강원도 속초시 조양동,1294-23,성호,49.65,"12,500",15,청대로 8,중개거래
강원도 속초시 조양동,1294-23,성호,49.65,"12,500",6,청대로 8,중개거래
강원도 속초시 조양동,1294-23,성호,49.65,"13,500",19,청대로 22-7,중개거래
강원도 속초시 조양동,1294-23,성호,59.76,"16,000",14,청대로 8,중개거래
강원도 속초시 조양동,1294-23,성호,59.76,"13,000",7,청대로 22-7,직거래
강원도 속초시 조양동,1294-23,성호,59.76,"14,000",11,청대로 22-7,직거래
강원도 속초시 조양동,1294-23,성호,59.76,"14,000",8,청대로 22-7,직거래
강원도 속초시 조양동,1459,속초서희스타힐스더베이,84.91,"43,000",26,동해대로 3958,중개거래
강원도 속초시 조양동,1390-2,속초서희스타힐스더베이2차,84.99,"39,000",20,동해대로 3961,중개거래
강원도 속초시 조양동,1569,속초조양양우내안애아파트,68.1836,"31,000",8,온정로1길 30,중개거래
강원도 속초시 조양동,1217-1,조양1주공,59.99,"14,000",1,온정로 6,중개거래
강원도 속초시 조양동,1215-1,조양2주공,49.62,"13,000",2,온정로 24,중개거래
강원도 속초시 조양동,1215-1,조양2주공,49.62,"14,000",8,온정로 24,중개거래
강원도 속초시 조양동,1215-1,조양2주공,49.62,"14,000",6,온정로 24,중개거래
강원도 속초시 조양동,1215-1,조양2주공,49.62,"14,200",8,온정로 24,중개거래
강원도 속초시 조양동,1215-1,조양2주공,49.62,"12,800",8,온정로 24,중개거래
강원도 속초시 조양동,1215-1,조양2주공,49.62,"12,000",3,온정로 24,중개거래
강원도 속초시 조양동,1585,조양동휴먼빌아파트,79.2927,"34,800",9,논산길 17,중개거래
강원도 속초시 조양동,1377-10,진덕설악,46.04,"10,900",7,조양로22번길 4,중개거래
강원도 속초시 조양동,1463-4,한신,44.82,"23,500",6,해오름로 149,중개거래
강원도 속초시 조양동,1463-4,한신,60.3,"28,300",1,해오름로 149,중개거래
강원도 속초시 조양동,1582,효성해링턴플레이스,84.98,"40,000",7,청대로 210,중개거래
강원도 속초시 조양동,1582,효성해링턴플레이스,59.98,"20,000",3,청대로 210,직거래
강원도 속초시 조양동,1582,효성해링턴플레이스,74.99,"43,000",20,청대로 210,중개거래
강원도 속초시 조양동,1582,효성해링턴플레이스,74.99,"43,000",21,청대로 210,중개거래
강원도 속초시 조양동,1582,효성해링턴플레이스,84.98,"38,700",8,청대로 210,중개거래
강원도 속초시 청호동,1356,속초청호아이파크,59.98,"32,500",22,청호로 22,중개거래
강원도 속초시 청호동,1356,속초청호아이파크,59.88,"33,000",6,청호로 22,중개거래
강원도 속초시 청호동,1356,속초청호아이파크,84.94,"45,000",20,청호로 22,중개거래
강원도 속초시 청호동,1356,속초청호아이파크,84.82,"36,000",4,청호로 22,직거래
강원도 속초시 청호동,1356,속초청호아이파크,75.97,"45,000",9,청호로 22,직거래
강원도 양구군 양구읍 상리,510,경림,59.4,"11,000",3,양록길23번길 11,직거래
강원도 양구군 양구읍 상리,510,경림,37.755,"7,400",2,양록길23번길 11,직거래
강원도 양구군 양구읍 상리,510,경림,59.4,"13,500",15,양록길23번길 11,직거래
강원도 양구군 양구읍 상리,510,경림,37.755,"6,800",15,양록길23번길 11,직거래
강원도 양구군 양구읍 상리,510,경림,37.755,"7,000",8,양록길23번길 11,직거래
강원도 양구군 양구읍 정림리,177,양구보배,84.69,"8,000",4,박수근로 322,중개거래
강원도 양구군 양구읍 정림리,436,양구석미모닝파크,77.12,"16,400",10,박수근로313번길 17,중개거래
강원도 양구군 양구읍 정림리,436,양구석미모닝파크,77.12,"15,300",10,박수근로313번길 17,중개거래
강원도 양양군 손양면 하왕도리,303,삼호,39.6,"8,000",3,손중로 211-8,중개거래
강원도 양양군 손양면 하왕도리,303,삼호,49.14,"9,000",5,손중로 211-8,중개거래
강원도 양양군 양양읍 거마리,01월 31일,설악실크벨리,25.45,"3,800",3,거마천로 300,중개거래
강원도 양양군 양양읍 구교리,Jan-61,정아골든맨션,59.7,"10,250",2,북문길 22-22,중개거래
강원도 양양군 양양읍 내곡리,262,이편한세상양양,60.3525,"26,000",8,한고개길 17-18,중개거래
강원도 양양군 양양읍 내곡리,262,이편한세상양양,60.3525,"26,500",18,한고개길 17-18,중개거래
강원도 양양군 양양읍 내곡리,262,이편한세상양양,60.3525,"24,300",19,한고개길 17-18,중개거래
강원도 양양군 양양읍 내곡리,262,이편한세상양양,60.3525,"24,700",5,한고개길 17-18,중개거래
강원도 양양군 양양읍 내곡리,262,이편한세상양양,60.3525,"24,000",2,한고개길 17-18,중개거래
강원도 양양군 양양읍 내곡리,61,하이펠리스,84.6,"15,500",7,내곡길 18,직거래
강원도 양양군 양양읍 내곡리,263,한양수자인,84.9283,"32,000",4,한고개길 31-46,중개거래
강원도 양양군 양양읍 내곡리,263,한양수자인,78.0584,"32,750",6,한고개길 31-46,직거래
강원도 양양군 양양읍 서문리,419,양양코아루,73.8029,"22,200",4,임천1길 26-3,중개거래
강원도 양양군 양양읍 송암리,455,일심샹스빌2단지,84.9984,"19,000",5,청곡길 53-1,직거래
강원도 양양군 양양읍 연창리,358,양우내안애,83.5201,"23,000",1,미륵길 40,중개거래
강원도 양양군 양양읍 월리,449-1,명지푸르미,59.449,"9,500",8,남대천로 99-14,직거래
강원도 양양군 양양읍 월리,449-1,명지푸르미,31.5408,"6,500",12,남대천로 99-14,중개거래
강원도 양양군 현남면 광진리,141,대목바다마을,38.88,"16,500",8,동해대로 611-7,직거래
강원도 양양군 현남면 광진리,141,대목바다마을,58.32,"10,000",6,동해대로 611-7,직거래
강원도 양양군 현북면 기사문리,145,TM힐,30.2226,"9,300",3,동해대로 1269-17,중개거래
강원도 양양군 현북면 중광정리,176-1,심미,58.837,"23,500",5,동해대로 1611-7,중개거래
강원도 영월군 영월읍 덕포리,797,영월덕포리코아루웰라움,69.7641,"18,500",14,덕포하리2길 70,직거래
강원도 영월군 영월읍 방절리,482-1,신아,39.9,"4,300",14,청령포로 213,직거래
강원도 영월군 영월읍 영흥리,1137,영월코아루에듀타운,84.3681,"24,500",20,봉래산로 114,중개거래
강원도 영월군 영월읍 영흥리,1137,영월코아루에듀타운,84.3681,"24,500",6,봉래산로 114,중개거래
강원도 영월군 영월읍 하송리,363,드림채,84.9381,"18,500",12,하송로 146-10,중개거래
강원도 영월군 영월읍 하송리,363,드림채,84.9381,"21,900",18,하송로 146-10,중개거래
강원도 영월군 영월읍 하송리,53,레스트힐,32.89,"7,800",13,제방안길 64,직거래
강원도 영월군 영월읍 하송리,389,주공2,46.98,"6,300",2,하송로 103-4,중개거래
강원도 영월군 영월읍 하송리,403,주공3,49.96,"8,300",12,하송로 123-4,직거래
강원도 영월군 영월읍 하송리,403,주공3,49.96,"7,800",15,하송로 123-4,중개거래
강원도 영월군 영월읍 하송리,394,주공4,59.8,"10,500",1,하송로 123-7,직거래
강원도 영월군 영월읍 하송리,189-2,하송주공1차,38.57,"4,000",5,중앙로 4,직거래
강원도 원주시 개운동,441,개운한신휴플러스1차,84.77,"26,500",12,서원대로 389,중개거래
강원도 원주시 개운동,441,개운한신휴플러스1차,84.98,"27,000",10,서원대로 389,중개거래
강원도 원주시 개운동,322,개운현대,35.1,"6,300",16,남원로606번길 2,중개거래
강원도 원주시 개운동,546-3,서초,46.915,"6,900",12,개운4길 75,중개거래
강원도 원주시 개운동,203-70,세경,47.07,"8,200",2,강변로 353,중개거래
강원도 원주시 개운동,203-70,세경,47.07,"7,700",3,강변로 353,중개거래
강원도 원주시 개운동,581-1,원주개운휴먼시아1단지,84.56,"21,500",12,개운로 30,직거래
강원도 원주시 개운동,581-1,원주개운휴먼시아1단지,59.78,"18,200",5,개운로 30,중개거래
강원도 원주시 개운동,581-1,원주개운휴먼시아1단지,116.73,"30,500",5,개운로 30,중개거래
강원도 원주시 관설동,1774-3,청솔5차,59.85,"11,600",12,시청로 524,직거래
강원도 원주시 관설동,1774-3,청솔5차,59.85,"11,600",4,시청로 524,직거래
강원도 원주시 관설동,1774-3,청솔5차,59.85,"11,000",6,시청로 524,중개거래
강원도 원주시 관설동,1774-3,청솔5차,59.85,"11,500",15,시청로 524,직거래
강원도 원주시 관설동,1774-3,청솔5차,59.85,"12,000",13,시청로 524,직거래
강원도 원주시 관설동,1774-3,청솔5차,59.85,"9,000",12,시청로 524,중개거래
강원도 원주시 관설동,1774-3,청솔5차,59.85,"11,950",11,시청로 524,직거래
강원도 원주시 관설동,1774-3,청솔5차,59.85,"10,800",3,시청로 524,중개거래
강원도 원주시 관설동,1774-3,청솔5차,59.85,"11,000",4,시청로 524,직거래
강원도 원주시 관설동,1713-1,청솔6차,59.85,"10,700",4,단관초교길 9,중개거래
강원도 원주시 관설동,1713-1,청솔6차,59.85,"12,800",6,단관초교길 9,직거래
강원도 원주시 관설동,1713-1,청솔6차,59.85,"9,800",1,단관초교길 9,중개거래
강원도 원주시 관설동,1713-1,청솔6차,59.85,"11,500",9,단관초교길 9,중개거래
강원도 원주시 관설동,1713-1,청솔6차,59.85,"11,500",13,단관초교길 9,직거래
강원도 원주시 관설동,1713-1,청솔6차,59.85,"12,500",6,단관초교길 9,중개거래
강원도 원주시 관설동,1713-2,청솔8차,59.85,"10,800",5,나비허리길 188,직거래
강원도 원주시 관설동,1713-2,청솔8차,59.85,"11,250",12,나비허리길 188,중개거래
강원도 원주시 관설동,1713-2,청솔8차,59.85,"13,900",13,나비허리길 188,중개거래
강원도 원주시 관설동,1713-2,청솔8차,59.85,"12,000",12,나비허리길 188,중개거래
강원도 원주시 관설동,1713-2,청솔8차,59.85,"13,000",6,나비허리길 188,직거래
강원도 원주시 관설동,1713-2,청솔8차,59.85,"11,000",15,나비허리길 188,중개거래
강원도 원주시 관설동,1713-2,청솔8차,59.85,"12,500",4,나비허리길 188,중개거래
강원도 원주시 관설동,1713-2,청솔8차,59.85,"13,750",14,나비허리길 188,중개거래
강원도 원주시 관설동,1713-2,청솔8차,59.85,"11,000",15,나비허리길 188,직거래
강원도 원주시 관설동,1713-2,청솔8차,59.85,"12,400",8,나비허리길 188,중개거래
강원도 원주시 관설동,1713-2,청솔8차,59.85,"12,200",8,나비허리길 188,직거래
강원도 원주시 관설동,1774-4,코아루,84.96,"20,200",7,시청로 496,중개거래
강원도 원주시 관설동,1774-4,코아루,84.96,"20,200",7,시청로 496,중개거래
강원도 원주시 관설동,1774-4,코아루,84.96,"19,000",3,시청로 496,중개거래
강원도 원주시 관설동,1774-4,코아루,84.96,"17,000",1,시청로 496,중개거래
강원도 원주시 관설동,1774-2,현진에버빌4차,84.976,"21,900",12,시청로 494,중개거래
강원도 원주시 단계동,807,단계롯데,84.91,"17,300",6,백간길 53,중개거래
강원도 원주시 단계동,806,단계은행,49.8,"8,000",7,원문로 175,중개거래
강원도 원주시 단계동,806,단계은행,49.8,"7,700",2,원문로 175,중개거래
강원도 원주시 단계동,806,단계은행,49.8,"9,500",4,원문로 175,직거래
강원도 원주시 단계동,1166,단계이안1단지,84.93,"23,300",1,모란1길 51,중개거래
강원도 원주시 단계동,1166,단계이안1단지,84.93,"22,800",5,모란1길 51,중개거래
강원도 원주시 단계동,1166,단계이안1단지,84.93,"22,800",7,모란1길 51,중개거래
강원도 원주시 단계동,1166,단계이안1단지,84.93,"22,900",15,모란1길 51,중개거래
강원도 원주시 단계동,792,단계주공,54.12,"13,500",2,서원대로 205,중개거래
강원도 원주시 단계동,792,단계주공,54.77,"13,300",5,서원대로 205,중개거래
강원도 원주시 단계동,792,단계주공,54.12,"12,000",1,서원대로 205,중개거래
강원도 원주시 단계동,792,단계주공,65.99,"15,500",3,서원대로 205,중개거래
강원도 원주시 단계동,792,단계주공,65.99,"14,000",3,서원대로 205,직거래
강원도 원주시 단계동,792,단계주공,65.99,"15,900",1,서원대로 205,직거래
강원도 원주시 단계동,792,단계주공,65.99,"15,600",4,서원대로 205,중개거래
강원도 원주시 단계동,792,단계주공,54.12,"12,000",2,서원대로 205,중개거래
강원도 원주시 단계동,792,단계주공,65.99,"16,500",1,서원대로 205,중개거래
강원도 원주시 단계동,792,단계주공,65.99,"15,500",2,서원대로 205,중개거래
강원도 원주시 단계동,792,단계주공,65.99,"15,500",5,서원대로 205,중개거래
강원도 원주시 단계동,111-4,동보렉스3,43.932,"5,000",5,원문로 158,중개거래
강원도 원주시 단계동,111-47,동보렉스4,49.58,"7,700",12,원문로 160,중개거래
강원도 원주시 단계동,808-1,라이프타운,134.76,"22,000",7,백간길 72,직거래
강원도 원주시 단계동,1095-1,봉화산e-편한세상,84.98,"25,000",1,봉화로 67,직거래
강원도 원주시 단계동,1095-1,봉화산e-편한세상,116.55,"38,500",11,봉화로 67,중개거래
강원도 원주시 단계동,1215,봉화산벨라시티,84.9883,"31,500",10,백간길 17,중개거래
강원도 원주시 단계동,1084-1,성일,84.75,"16,000",5,모래내길 50,중개거래
강원도 원주시 단계동,1084-1,성일,114.99,"17,500",6,모래내길 50,직거래
강원도 원주시 단계동,1084-1,성일,84.75,"15,600",1,모래내길 50,직거래
강원도 원주시 단계동,1084-1,성일,84.75,"15,400",15,모래내길 50,직거래
강원도 원주시 단계동,807-1,세경3차,59.76,"9,200",4,백간길 63,중개거래
강원도 원주시 단계동,807-1,세경3차,59.76,"11,800",4,백간길 63,중개거래
강원도 원주시 단계동,807-1,세경3차,59.76,"13,000",9,백간길 63,직거래
강원도 원주시 단계동,807-1,세경3차,59.76,"9,000",8,백간길 63,직거래
